               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  45,            0.018564,            0.008184,           0.0052349,             0.99707,             0.99677,               0.995,             0.88588,            0.011675,           0.0032639,            0.001494,            0.005644,            0.005644,            0.005644
                  46,            0.017923,           0.0081892,           0.0052036,             0.99781,             0.99613,              0.9949,             0.88146,            0.011667,           0.0033177,           0.0016316,            0.005545,            0.005545,            0.005545
                  47,            0.017803,           0.0079016,           0.0047117,             0.99877,               0.999,               0.995,             0.88657,            0.011485,           0.0034307,           0.0015641,            0.005446,            0.005446,            0.005446
                  48,            0.017838,           0.0079318,           0.0052514,             0.99777,              0.9996,             0.99499,             0.86881,            0.011527,           0.0033632,           0.0015065,            0.005347,            0.005347,            0.005347
                  49,            0.017921,           0.0080601,           0.0050672,             0.99903,             0.99883,               0.995,             0.87547,            0.011377,           0.0033478,            0.001537,            0.005248,            0.005248,            0.005248
                  50,            0.017436,           0.0078825,            0.004869,             0.99922,             0.99849,               0.995,             0.88337,            0.011291,            0.003203,           0.0013076,            0.005149,            0.005149,            0.005149
                  51,            0.016998,           0.0081459,            0.005104,             0.99894,             0.99926,               0.995,              0.8858,            0.011062,           0.0032481,           0.0012894,             0.00505,             0.00505,             0.00505
                  52,            0.017123,           0.0077937,           0.0042701,             0.99837,             0.99852,               0.995,             0.89131,            0.010844,           0.0031487,           0.0013866,            0.004951,            0.004951,            0.004951
                  53,            0.016921,           0.0077509,           0.0045555,             0.99911,             0.99926,               0.995,             0.89443,            0.011094,           0.0031837,             0.00136,            0.004852,            0.004852,            0.004852
                  54,             0.01704,           0.0078284,           0.0047183,             0.99873,             0.99904,               0.995,             0.88793,            0.010951,           0.0032893,           0.0013727,            0.004753,            0.004753,            0.004753
                  55,            0.016961,           0.0078666,           0.0048658,             0.99764,             0.99818,             0.99499,             0.88423,            0.011082,           0.0033316,           0.0015246,            0.004654,            0.004654,            0.004654
                  56,            0.016743,           0.0076089,           0.0042511,             0.99957,             0.99996,               0.995,             0.88477,            0.011142,           0.0032029,           0.0011444,            0.004555,            0.004555,            0.004555
                  57,            0.016906,           0.0078803,           0.0045613,              0.9989,             0.99926,               0.995,             0.89669,            0.010155,           0.0031926,           0.0011264,            0.004456,            0.004456,            0.004456
                  58,             0.01656,           0.0079334,           0.0046678,             0.99826,                   1,               0.995,             0.89676,            0.010151,           0.0031933,            0.001196,            0.004357,            0.004357,            0.004357
                  59,            0.016205,           0.0076003,           0.0044773,             0.99842,             0.99834,               0.995,             0.90265,            0.010392,           0.0030711,           0.0011907,            0.004258,            0.004258,            0.004258
                  60,              0.0157,           0.0074941,           0.0038149,             0.99818,                   1,               0.995,               0.896,            0.010628,           0.0030703,           0.0011037,            0.004159,            0.004159,            0.004159
                  61,            0.015557,           0.0074699,            0.003954,             0.99967,                   1,               0.995,             0.90125,           0.0099875,           0.0031264,           0.0011135,             0.00406,             0.00406,             0.00406
                  62,            0.015264,           0.0076088,           0.0035848,             0.99812,              0.9991,               0.995,             0.90483,           0.0099177,           0.0031483,           0.0015414,            0.003961,            0.003961,            0.003961
                  63,            0.015259,           0.0074191,           0.0037574,             0.99805,             0.99912,               0.995,              0.8898,            0.010582,           0.0031374,           0.0011791,            0.003862,            0.003862,            0.003862
                  64,            0.014997,           0.0071702,           0.0038214,             0.99957,             0.99989,               0.995,             0.90371,           0.0099638,           0.0030711,           0.0010065,            0.003763,            0.003763,            0.003763
                  65,            0.015133,           0.0073522,           0.0035989,              0.9979,                   1,               0.995,              0.9058,           0.0098896,           0.0031243,           0.0009238,            0.003664,            0.003664,            0.003664
                  66,            0.014977,           0.0073797,           0.0036099,             0.99902,             0.99937,               0.995,             0.90349,           0.0097752,           0.0030475,          0.00098465,            0.003565,            0.003565,            0.003565
                  67,            0.014509,           0.0073787,           0.0036234,              0.9996,                   1,               0.995,             0.91091,           0.0094425,           0.0028638,          0.00092829,            0.003466,            0.003466,            0.003466
                  68,            0.014353,           0.0071233,           0.0036674,             0.99937,                   1,               0.995,             0.90881,           0.0097439,           0.0029612,          0.00093239,            0.003367,            0.003367,            0.003367
                  69,            0.014483,           0.0071457,           0.0034944,             0.99951,             0.99997,               0.995,             0.91005,           0.0092124,           0.0028891,          0.00086163,            0.003268,            0.003268,            0.003268
                  70,            0.014051,           0.0071271,           0.0036423,             0.99897,             0.99862,               0.995,             0.90701,           0.0092197,           0.0028939,          0.00092007,            0.003169,            0.003169,            0.003169
                  71,            0.013819,           0.0070792,           0.0034786,             0.99933,                   1,               0.995,             0.91371,            0.009051,           0.0029693,          0.00088867,             0.00307,             0.00307,             0.00307
                  72,            0.013708,           0.0070032,           0.0034267,             0.99948,                   1,               0.995,             0.91242,           0.0090031,           0.0029672,          0.00084565,            0.002971,            0.002971,            0.002971
                  73,            0.014126,           0.0070502,            0.003387,             0.99845,                   1,             0.99499,             0.90788,           0.0092167,           0.0030324,          0.00085794,            0.002872,            0.002872,            0.002872
                  74,            0.013753,            0.007078,            0.003392,             0.99858,             0.99973,               0.995,             0.91591,            0.008786,           0.0029078,          0.00083495,            0.002773,            0.002773,            0.002773
                  75,            0.013344,           0.0069682,           0.0028982,             0.99944,                   1,               0.995,             0.91388,           0.0091095,            0.002961,          0.00078713,            0.002674,            0.002674,            0.002674
                  76,            0.013626,           0.0070283,           0.0027084,             0.99925,             0.99952,               0.995,             0.91844,           0.0086121,           0.0028675,          0.00072461,            0.002575,            0.002575,            0.002575
                  77,            0.013443,           0.0069737,           0.0029298,             0.99956,             0.99989,               0.995,             0.91619,           0.0088301,           0.0028812,          0.00070288,            0.002476,            0.002476,            0.002476
                  78,            0.013191,           0.0067825,           0.0030395,             0.99965,             0.99971,               0.995,             0.91412,           0.0088633,           0.0028577,          0.00070274,            0.002377,            0.002377,            0.002377
                  79,            0.012995,           0.0067141,           0.0033987,             0.99948,             0.99994,               0.995,             0.91911,            0.008627,            0.002833,          0.00072717,            0.002278,            0.002278,            0.002278
                  80,            0.012963,            0.006859,           0.0027245,             0.99913,             0.99978,               0.995,              0.9206,           0.0086894,           0.0028994,          0.00070643,            0.002179,            0.002179,            0.002179
                  81,            0.012602,           0.0065592,           0.0026917,             0.99961,                   1,               0.995,             0.92157,           0.0084853,           0.0028219,          0.00064469,             0.00208,             0.00208,             0.00208
                  82,            0.012822,           0.0067046,            0.003089,             0.99943,                   1,               0.995,             0.92171,           0.0084756,           0.0027636,          0.00065593,            0.001981,            0.001981,            0.001981
                  83,            0.012709,           0.0067985,           0.0025405,             0.99886,                   1,               0.995,             0.92551,           0.0084386,           0.0027689,          0.00065806,            0.001882,            0.001882,            0.001882
                  84,            0.012529,           0.0068767,           0.0025124,             0.99969,                   1,               0.995,             0.92961,           0.0082309,           0.0027519,          0.00058174,            0.001783,            0.001783,            0.001783
                  85,            0.012004,           0.0065808,           0.0030168,             0.99955,                   1,               0.995,              0.9205,           0.0084215,           0.0028371,          0.00057668,            0.001684,            0.001684,            0.001684
                  86,             0.01222,            0.006503,           0.0023998,             0.99965,                   1,               0.995,             0.92644,           0.0080983,           0.0026994,          0.00054396,            0.001585,            0.001585,            0.001585
                  87,            0.011974,           0.0066433,           0.0025702,             0.99964,                   1,               0.995,             0.93142,           0.0080868,           0.0026167,          0.00052169,            0.001486,            0.001486,            0.001486
                  88,            0.011626,           0.0067141,           0.0025557,             0.99905,             0.99997,               0.995,             0.92974,            0.007909,           0.0026221,          0.00051204,            0.001387,            0.001387,            0.001387
                  89,            0.011646,           0.0065331,           0.0022523,             0.99941,             0.99982,               0.995,             0.92754,           0.0080005,           0.0027009,           0.0005102,            0.001288,            0.001288,            0.001288
                  90,            0.011674,           0.0065437,           0.0025721,             0.99923,                   1,               0.995,             0.93011,           0.0080298,           0.0026552,          0.00050572,            0.001189,            0.001189,            0.001189
                  91,            0.011604,           0.0063389,             0.00205,             0.99906,                   1,               0.995,             0.92971,           0.0079731,           0.0026441,          0.00048597,             0.00109,             0.00109,             0.00109
                  92,            0.011551,           0.0064885,            0.002565,             0.99895,                   1,               0.995,             0.93193,            0.008055,           0.0026178,          0.00048411,            0.000991,            0.000991,            0.000991
                  93,            0.011225,           0.0062136,           0.0024412,             0.99939,                   1,               0.995,             0.93105,           0.0078832,           0.0026104,           0.0004489,            0.000892,            0.000892,            0.000892
                  94,            0.011059,           0.0064386,           0.0020622,             0.99911,                   1,               0.995,             0.93113,           0.0078409,           0.0025926,          0.00043758,            0.000793,            0.000793,            0.000793
                  95,            0.010936,           0.0063285,           0.0017793,             0.99906,                   1,               0.995,             0.93195,           0.0078716,            0.002627,          0.00042352,            0.000694,            0.000694,            0.000694
                  96,            0.011275,            0.006501,           0.0022803,             0.99878,                   1,               0.995,             0.93571,           0.0077668,           0.0026322,          0.00045097,            0.000595,            0.000595,            0.000595
                  97,            0.010861,           0.0060298,           0.0019967,             0.99907,                   1,               0.995,             0.93464,           0.0076914,           0.0026387,          0.00040168,            0.000496,            0.000496,            0.000496
                  98,            0.010999,             0.00626,           0.0023548,             0.99914,                   1,               0.995,             0.93501,             0.00769,           0.0026015,          0.00039454,            0.000397,            0.000397,            0.000397
                  99,            0.010679,            0.006164,           0.0019973,             0.99915,             0.99999,               0.995,             0.93311,           0.0076531,            0.002551,          0.00038494,            0.000298,            0.000298,            0.000298
