               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.023997,            0.012024,            0.014376,             0.85071,             0.82264,             0.87783,             0.62683,            0.023619,           0.0055519,           0.0054207,            0.004555,            0.004555,            0.004555
                  35,            0.023869,            0.012298,            0.014947,             0.89764,             0.93337,             0.95324,             0.65387,            0.022177,           0.0051713,           0.0048713,             0.00439,             0.00439,             0.00439
                  36,            0.024835,            0.012301,            0.014784,             0.89128,              0.8461,             0.89684,             0.64839,            0.027914,           0.0059022,            0.030633,            0.004225,            0.004225,            0.004225
                  37,             0.02359,            0.011866,            0.015237,             0.86395,              0.8992,             0.89534,             0.63075,            0.021822,           0.0057586,            0.003861,             0.00406,             0.00406,             0.00406
                  38,            0.023128,            0.011757,            0.014426,             0.80554,             0.86179,              0.9343,               0.684,             0.02148,           0.0052906,           0.0081147,            0.003895,            0.003895,            0.003895
                  39,            0.022932,            0.011584,            0.014791,             0.89546,             0.79323,             0.90968,             0.65907,            0.023276,           0.0054091,           0.0084585,             0.00373,             0.00373,             0.00373
                  40,            0.022332,            0.011328,            0.012302,             0.89822,             0.85611,              0.9154,             0.64892,            0.023634,           0.0059092,            0.003674,            0.003565,            0.003565,            0.003565
                  41,            0.021641,            0.011109,            0.012307,             0.92834,             0.91121,             0.95653,             0.68768,            0.020492,           0.0048175,           0.0020319,              0.0034,              0.0034,              0.0034
                  42,            0.021825,            0.011091,            0.012307,             0.83607,             0.94504,              0.9616,             0.72337,             0.01826,            0.004518,           0.0056683,            0.003235,            0.003235,            0.003235
                  43,            0.021821,            0.011133,            0.014184,             0.90025,             0.81301,             0.95076,             0.72079,            0.018579,           0.0049782,           0.0058643,             0.00307,             0.00307,             0.00307
                  44,            0.021443,            0.011038,            0.013345,             0.84342,             0.92683,             0.96823,             0.73173,            0.020058,           0.0049024,           0.0034691,            0.002905,            0.002905,            0.002905
                  45,            0.021356,            0.010621,            0.011823,             0.88156,             0.92935,             0.94658,             0.70431,            0.018672,           0.0047765,           0.0021588,             0.00274,             0.00274,             0.00274
                  46,            0.020787,            0.011122,            0.012278,             0.90452,             0.87502,             0.96184,             0.70166,            0.019535,           0.0045806,           0.0068813,            0.002575,            0.002575,            0.002575
                  47,            0.020336,            0.010929,            0.012291,             0.91596,             0.94876,             0.97946,             0.74511,            0.019004,           0.0044986,           0.0046195,             0.00241,             0.00241,             0.00241
                  48,            0.020293,            0.010541,            0.011762,             0.89917,             0.95122,             0.98376,             0.74682,            0.017652,           0.0042032,           0.0042922,            0.002245,            0.002245,            0.002245
                  49,             0.02036,            0.010467,            0.010889,             0.92598,             0.96247,             0.98902,             0.78478,            0.016041,           0.0044262,           0.0029514,             0.00208,             0.00208,             0.00208
                  50,            0.019943,            0.010189,            0.011012,             0.95394,             0.97324,             0.98422,              0.7552,            0.016728,           0.0052587,           0.0014913,            0.001915,            0.001915,            0.001915
                  51,            0.019639,            0.010458,            0.010177,              0.9367,             0.96127,              0.9801,             0.76465,            0.016736,           0.0041809,           0.0015885,             0.00175,             0.00175,             0.00175
                  52,            0.019321,            0.010379,           0.0098249,             0.97627,             0.97217,             0.99352,             0.75625,            0.016533,           0.0041437,           0.0012383,            0.001585,            0.001585,            0.001585
                  53,            0.018442,            0.010203,           0.0093502,             0.94915,              0.9746,             0.98748,             0.74862,            0.016618,           0.0041703,           0.0020271,             0.00142,             0.00142,             0.00142
                  54,             0.01838,           0.0098166,           0.0093097,             0.96382,             0.97561,             0.98842,             0.75406,            0.016269,           0.0040042,          0.00077603,            0.001255,            0.001255,            0.001255
                  55,            0.017807,           0.0097236,           0.0087553,             0.94784,              0.9632,             0.98984,             0.79852,            0.014724,           0.0036973,           0.0022704,             0.00109,             0.00109,             0.00109
                  56,            0.017221,           0.0095514,           0.0089874,             0.97729,             0.99109,             0.99237,              0.7817,            0.015966,           0.0037905,          0.00071267,            0.000925,            0.000925,            0.000925
                  57,            0.017038,           0.0092296,           0.0081814,             0.96844,             0.98374,             0.99206,             0.78885,            0.015181,            0.003809,          0.00059481,             0.00076,             0.00076,             0.00076
                  58,            0.016785,           0.0092954,           0.0075772,             0.97545,             0.97561,             0.99109,             0.80811,             0.01422,           0.0037443,          0.00056145,            0.000595,            0.000595,            0.000595
                  59,            0.016283,           0.0092233,           0.0065106,             0.97666,             0.98851,             0.99453,             0.79758,            0.014089,           0.0035881,           0.0011569,             0.00043,             0.00043,             0.00043
