               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.026619,            0.012748,            0.016725,             0.85206,             0.88413,              0.9341,             0.62868,            0.026131,            0.006119,           0.0098103,            0.007723,            0.007723,            0.007723
                  25,            0.028051,            0.013155,            0.016891,             0.85911,             0.81996,             0.91277,             0.59899,            0.025333,           0.0064606,            0.011789,            0.007624,            0.007624,            0.007624
                  26,            0.028862,            0.013374,            0.016908,             0.78578,             0.67886,             0.79252,             0.50086,            0.026286,           0.0084301,            0.017891,            0.007525,            0.007525,            0.007525
                  27,            0.028527,            0.013135,             0.01842,             0.76341,             0.75651,             0.83333,             0.59833,            0.023454,           0.0061538,            0.012397,            0.007426,            0.007426,            0.007426
                  28,            0.025914,            0.012862,            0.015959,             0.90842,             0.86794,             0.95498,             0.68771,            0.021128,           0.0060168,           0.0087657,            0.007327,            0.007327,            0.007327
                  29,            0.026932,            0.013006,             0.01657,             0.85367,             0.88736,             0.93962,             0.67728,            0.020846,           0.0056621,            0.010082,            0.007228,            0.007228,            0.007228
                  30,            0.027073,            0.012483,            0.015962,             0.71707,              0.7971,             0.84842,             0.57961,            0.023733,           0.0061271,            0.018835,            0.007129,            0.007129,            0.007129
                  31,            0.027817,            0.012465,            0.016351,             0.76802,             0.80309,             0.88251,             0.65021,            0.024389,           0.0060557,            0.020376,             0.00703,             0.00703,             0.00703
                  32,            0.027119,            0.012512,            0.016631,             0.88441,             0.86313,             0.92891,             0.67453,            0.021431,           0.0057009,           0.0091233,            0.006931,            0.006931,            0.006931
                  33,            0.026126,            0.012334,            0.017106,             0.88734,             0.90927,             0.95411,             0.61633,            0.022655,           0.0056683,           0.0099201,            0.006832,            0.006832,            0.006832
                  34,            0.027828,            0.012889,            0.015808,             0.84616,             0.88123,             0.93045,             0.63728,            0.025217,           0.0059455,           0.0099004,            0.006733,            0.006733,            0.006733
                  35,            0.027351,             0.01301,             0.01485,             0.93052,             0.87305,             0.95299,             0.71006,            0.021276,           0.0061539,            0.011378,            0.006634,            0.006634,            0.006634
                  36,            0.025798,            0.012494,            0.015023,             0.74449,              0.7779,             0.75857,             0.55395,            0.021707,           0.0061986,            0.020363,            0.006535,            0.006535,            0.006535
                  37,            0.024829,            0.012026,             0.01498,              0.8531,               0.868,             0.93712,             0.71404,            0.021924,           0.0059167,            0.011526,            0.006436,            0.006436,            0.006436
                  38,            0.025179,            0.011993,            0.014418,             0.82836,             0.90391,             0.92837,             0.67575,            0.021927,           0.0057107,            0.010785,            0.006337,            0.006337,            0.006337
                  39,            0.024861,            0.012367,            0.013215,             0.80567,             0.84558,             0.93145,             0.68582,            0.019973,           0.0054352,            0.021632,            0.006238,            0.006238,            0.006238
                  40,            0.025066,             0.01177,            0.014825,             0.88777,             0.87758,             0.96161,             0.72996,             0.02032,           0.0055507,            0.010491,            0.006139,            0.006139,            0.006139
                  41,            0.024971,            0.012314,            0.014415,              0.8567,              0.8904,             0.93328,             0.68665,            0.021485,           0.0057769,           0.0087352,             0.00604,             0.00604,             0.00604
                  42,            0.024555,            0.012027,            0.013247,             0.75984,             0.81869,             0.86505,             0.61676,             0.02285,           0.0066262,            0.012302,            0.005941,            0.005941,            0.005941
                  43,            0.024769,            0.011785,            0.014159,             0.92886,             0.90402,             0.96652,               0.733,            0.019322,           0.0054402,           0.0065524,            0.005842,            0.005842,            0.005842
                  44,            0.024872,            0.011878,            0.013481,             0.85741,             0.90378,             0.96663,              0.7532,            0.019509,           0.0055227,           0.0091568,            0.005743,            0.005743,            0.005743
                  45,            0.024048,            0.011657,              0.0126,             0.91146,             0.92447,              0.9711,             0.71475,             0.01878,           0.0054652,           0.0065549,            0.005644,            0.005644,            0.005644
                  46,            0.023869,            0.011884,            0.012753,             0.93515,             0.93926,              0.9753,             0.74854,            0.018038,           0.0052045,           0.0059079,            0.005545,            0.005545,            0.005545
                  47,            0.023605,             0.01158,            0.012658,             0.89511,             0.89731,             0.97286,             0.75152,            0.018559,           0.0054358,            0.010273,            0.005446,            0.005446,            0.005446
                  48,             0.02409,            0.011908,            0.014408,             0.84838,             0.90048,             0.95104,             0.69589,             0.02133,           0.0052119,           0.0070382,            0.005347,            0.005347,            0.005347
                  49,            0.024053,            0.011812,              0.0127,             0.80082,             0.92266,             0.94989,             0.71061,            0.019437,           0.0054238,            0.014039,            0.005248,            0.005248,            0.005248
                  50,            0.023642,            0.011543,            0.013115,             0.90854,             0.87453,             0.96248,             0.73282,            0.018422,           0.0055598,           0.0072495,            0.005149,            0.005149,            0.005149
                  51,             0.02322,             0.01168,            0.012658,             0.88991,              0.8966,             0.96695,             0.71745,            0.019649,           0.0052779,           0.0082745,             0.00505,             0.00505,             0.00505
                  52,            0.023469,            0.011558,            0.012605,             0.88462,             0.91863,             0.96861,             0.70628,            0.018784,           0.0056964,           0.0083808,            0.004951,            0.004951,            0.004951
                  53,            0.022446,            0.011327,            0.011937,             0.89304,             0.89004,             0.95772,              0.7739,            0.018512,           0.0050997,           0.0095811,            0.004852,            0.004852,            0.004852
                  54,             0.02254,             0.01131,            0.012131,              0.8957,             0.92103,             0.98433,             0.76513,            0.018112,           0.0049411,           0.0084598,            0.004753,            0.004753,            0.004753
                  55,            0.022973,            0.011612,            0.012236,             0.94176,             0.90998,             0.97416,             0.77048,            0.018161,           0.0050944,            0.006086,            0.004654,            0.004654,            0.004654
                  56,            0.022518,            0.010863,            0.012805,             0.95516,             0.95283,              0.9847,             0.79878,            0.017145,           0.0049252,             0.00475,            0.004555,            0.004555,            0.004555
                  57,            0.022954,            0.011384,             0.01201,              0.9401,             0.92142,             0.97763,             0.75685,            0.018584,           0.0054384,           0.0054925,            0.004456,            0.004456,            0.004456
                  58,            0.023083,            0.011454,            0.011006,             0.65415,             0.90926,             0.68431,             0.50536,             0.02032,           0.0097087,           0.0058979,            0.004357,            0.004357,            0.004357
                  59,            0.022377,              0.0112,            0.012698,             0.93814,             0.93279,              0.9837,             0.78324,             0.01663,           0.0047468,           0.0051411,            0.004258,            0.004258,            0.004258
                  60,            0.021354,            0.011045,            0.011817,             0.93888,             0.89148,             0.96634,             0.76102,            0.018612,           0.0052624,           0.0071644,            0.004159,            0.004159,            0.004159
                  61,            0.021766,            0.011034,            0.011178,             0.95183,             0.93796,             0.97737,             0.76751,            0.017225,           0.0047593,           0.0051838,             0.00406,             0.00406,             0.00406
                  62,            0.022437,            0.011346,            0.010308,             0.94953,              0.9461,              0.9816,             0.78365,            0.016942,           0.0048208,           0.0037843,            0.003961,            0.003961,            0.003961
                  63,            0.022243,            0.010868,            0.010333,             0.91691,             0.92826,             0.97875,             0.80101,            0.015975,           0.0048913,           0.0058511,            0.003862,            0.003862,            0.003862
                  64,             0.02134,            0.010478,            0.011456,             0.91371,             0.90796,             0.97682,             0.76246,            0.017243,           0.0048641,           0.0075906,            0.003763,            0.003763,            0.003763
                  65,            0.020995,            0.010868,              0.0101,             0.95058,             0.94247,             0.97791,             0.78369,            0.017283,           0.0049467,           0.0037399,            0.003664,            0.003664,            0.003664
                  66,            0.021009,            0.010846,            0.011109,             0.93761,              0.9602,             0.98416,              0.7995,            0.015256,           0.0044377,           0.0048768,            0.003565,            0.003565,            0.003565
                  67,            0.020538,            0.010793,            0.009992,             0.96748,             0.94687,             0.98763,              0.8075,            0.016161,            0.004435,           0.0042773,            0.003466,            0.003466,            0.003466
                  68,             0.02041,            0.010542,            0.010271,             0.95655,             0.95069,             0.98102,             0.78847,            0.016376,            0.004781,           0.0034392,            0.003367,            0.003367,            0.003367
                  69,             0.02081,            0.010538,            0.010485,             0.94394,             0.93762,             0.97979,             0.76651,            0.017032,           0.0044393,           0.0038098,            0.003268,            0.003268,            0.003268
                  70,            0.020478,            0.010363,           0.0094079,             0.95189,             0.96346,             0.98972,             0.79984,            0.015622,           0.0045109,           0.0042294,            0.003169,            0.003169,            0.003169
                  71,            0.020515,            0.010496,           0.0093134,             0.96167,             0.96756,             0.98979,             0.81769,            0.015357,           0.0044112,           0.0034699,             0.00307,             0.00307,             0.00307
                  72,            0.019758,            0.010148,            0.008662,              0.9574,             0.95353,             0.98798,             0.80696,            0.015609,            0.004399,           0.0041591,            0.002971,            0.002971,            0.002971
                  73,            0.019893,            0.010457,           0.0093528,             0.97184,             0.97798,             0.99115,             0.81007,            0.014927,           0.0045466,           0.0022601,            0.002872,            0.002872,            0.002872
                  74,            0.019849,            0.010353,           0.0091804,             0.96965,             0.96849,             0.99078,             0.82142,            0.014754,            0.004554,           0.0022904,            0.002773,            0.002773,            0.002773
                  75,            0.019047,            0.010207,           0.0086167,             0.95683,             0.95633,             0.98863,             0.83607,            0.014211,           0.0041429,           0.0036161,            0.002674,            0.002674,            0.002674
                  76,            0.019688,            0.010118,           0.0087304,             0.95855,             0.96814,             0.99025,             0.82532,            0.014644,           0.0044642,           0.0029316,            0.002575,            0.002575,            0.002575
                  77,            0.019137,            0.010025,           0.0092741,             0.96879,             0.96315,              0.9885,              0.8078,            0.015421,           0.0045232,           0.0027353,            0.002476,            0.002476,            0.002476
                  78,            0.019391,           0.0098746,           0.0082203,             0.95416,             0.95633,             0.98344,             0.82496,            0.014463,            0.004226,           0.0041351,            0.002377,            0.002377,            0.002377
                  79,            0.019113,           0.0098962,             0.00857,              0.9714,             0.96134,             0.99077,             0.84005,            0.013995,           0.0041567,           0.0027104,            0.002278,            0.002278,            0.002278
                  80,            0.019278,            0.010068,           0.0085066,             0.97573,             0.97743,             0.99142,             0.82778,            0.014002,           0.0041711,           0.0024515,            0.002179,            0.002179,            0.002179
                  81,            0.018547,           0.0095613,           0.0084774,             0.97225,             0.97561,             0.99127,              0.8409,            0.013861,           0.0040853,           0.0021578,             0.00208,             0.00208,             0.00208
                  82,            0.019215,           0.0099346,            0.007784,             0.95971,             0.96235,             0.98391,             0.83696,             0.01353,           0.0040985,           0.0027761,            0.001981,            0.001981,            0.001981
                  83,            0.018764,           0.0098145,           0.0076717,             0.95263,             0.95651,             0.99176,              0.8389,            0.013776,           0.0039657,           0.0038443,            0.001882,            0.001882,            0.001882
                  84,            0.018425,           0.0099102,            0.007827,              0.9685,             0.96094,             0.99178,             0.84137,            0.013829,           0.0039845,           0.0022434,            0.001783,            0.001783,            0.001783
                  85,             0.01775,           0.0094621,           0.0076621,             0.97066,             0.97689,             0.99207,             0.85657,            0.013163,           0.0039419,           0.0016793,            0.001684,            0.001684,            0.001684
                  86,            0.017576,           0.0091674,           0.0085264,             0.97342,             0.96901,             0.99314,             0.85523,            0.013228,           0.0040441,           0.0019997,            0.001585,            0.001585,            0.001585
                  87,             0.01702,            0.009435,           0.0073297,             0.98242,             0.98262,             0.99304,             0.84358,            0.013119,           0.0039028,           0.0013066,            0.001486,            0.001486,            0.001486
                  88,            0.016544,           0.0094741,           0.0073142,             0.97662,             0.96814,              0.9932,             0.86426,            0.012519,           0.0037832,           0.0024839,            0.001387,            0.001387,            0.001387
                  89,            0.016922,             0.00941,           0.0071828,             0.97145,             0.98251,             0.99131,             0.85262,            0.012566,           0.0037601,           0.0020659,            0.001288,            0.001288,            0.001288
                  90,            0.016736,           0.0091742,           0.0075964,             0.97959,             0.97496,             0.99366,             0.85765,            0.012857,           0.0038122,           0.0016847,            0.001189,            0.001189,            0.001189
                  91,            0.016766,           0.0089797,           0.0062209,             0.97456,             0.99304,             0.99406,             0.86138,            0.012454,           0.0037189,           0.0014198,             0.00109,             0.00109,             0.00109
                  92,            0.016479,            0.008843,           0.0061215,             0.99139,             0.98451,             0.99403,             0.86721,            0.012045,           0.0037721,          0.00092211,            0.000991,            0.000991,            0.000991
                  93,            0.016113,           0.0088254,           0.0065776,             0.98512,             0.98279,              0.9939,             0.86276,            0.012136,           0.0036748,           0.0012045,            0.000892,            0.000892,            0.000892
                  94,            0.015779,            0.009091,           0.0061661,             0.98211,              0.9781,             0.99377,             0.86943,            0.011943,           0.0035913,           0.0013687,            0.000793,            0.000793,            0.000793
                  95,            0.015679,           0.0087318,           0.0061472,             0.98568,             0.98603,             0.99426,             0.86989,            0.011727,           0.0036295,           0.0010658,            0.000694,            0.000694,            0.000694
                  96,            0.015883,           0.0088928,           0.0059697,             0.97624,             0.98961,             0.99383,             0.87411,            0.011669,           0.0035505,           0.0010811,            0.000595,            0.000595,            0.000595
                  97,            0.015189,           0.0083894,           0.0058441,             0.98917,             0.98633,             0.99392,              0.8726,            0.011471,           0.0035582,           0.0009264,            0.000496,            0.000496,            0.000496
                  98,            0.015058,           0.0083923,           0.0054439,             0.98705,             0.98877,             0.99414,             0.87697,            0.011343,           0.0034505,          0.00072718,            0.000397,            0.000397,            0.000397
                  99,            0.014823,           0.0084052,           0.0051303,             0.99199,             0.98649,             0.99447,             0.88342,            0.011216,           0.0034044,          0.00066297,            0.000298,            0.000298,            0.000298
